plate_length,plate_breadth,tp,q_load,BC,nx,ny,dsx,wsx,dsy,wsy,max_deflection,max_stress,nat_freq,is_augmented
1524.0,762.0,16.06,1.0,1.0,4.0,0.0,100.0,10.0,0.0,0.0,0.08043,29.525,288.85,0
1524.0,762.0,13.85,1.0,1.0,4.0,0.0,125.0,12.5,0.0,0.0,0.05375,25.79,-1.0,0
1524.0,762.0,11.14,1.0,1.0,4.0,0.0,150.0,15.0,0.0,0.0,0.04593,30.501,-1.0,0
1524.0,762.0,16.06,1.0,0.0,4.0,0.0,100.0,10.0,0.0,0.0,0.10861,64.356,-1.0,0
1524.0,762.0,13.85,1.0,0.0,4.0,0.0,125.0,12.5,0.0,0.0,0.06241,60.702,-1.0,0
1524.0,762.0,11.14,1.0,0.0,4.0,0.0,150.0,15.0,0.0,0.0,0.05873,64.435,-1.0,0
1524.0,762.0,14.75,1.0,1.0,5.0,0.0,100.0,10.0,0.0,0.0,0.06744,26.751,232.61,0
1524.0,762.0,11.8,1.0,1.0,5.0,0.0,125.0,12.5,0.0,0.0,0.04321,24.371,-1.0,0
1524.0,762.0,8.189,1.0,1.0,5.0,0.0,150.0,15.0,0.0,0.0,0.04029,33.84,-1.0,0
1524.0,762.0,14.75,1.0,0.0,5.0,0.0,100.0,10.0,0.0,0.0,0.08529,54.879,-1.0,0
1524.0,762.0,11.8,1.0,0.0,5.0,0.0,125.0,12.5,0.0,0.0,0.04931,52.86,-1.0,0
1524.0,762.0,8.189,1.0,0.0,5.0,0.0,150.0,15.0,0.0,0.0,0.05216,58.376,-1.0,0
1524.0,762.0,15.32,1.0,1.0,1.0,1.0,125.0,12.5,100.0,10.0,0.12025,43.358,373.8,0
1524.0,762.0,13.46,1.0,1.0,1.0,1.0,145.0,14.5,120.0,12.0,0.094663,44.499,-1.0,0
1524.0,762.0,11.28,1.0,1.0,1.0,1.0,165.0,16.5,140.0,14.0,0.085034,57.002,-1.0,0
1524.0,762.0,15.32,1.0,0.0,1.0,1.0,125.0,12.5,100.0,10.0,0.14878,113.9,-1.0,0
1524.0,762.0,13.46,1.0,0.0,1.0,1.0,145.0,14.5,120.0,12.0,0.10582,110.54,-1.0,0
1524.0,762.0,11.28,1.0,0.0,1.0,1.0,165.0,16.5,140.0,14.0,0.089813,108.81,-1.0,0
1524.0,762.0,13.23,1.0,1.0,1.0,1.0,120.0,12.0,100.0,10.0,0.092235,47.815,423.04,0
1524.0,762.0,11.91,1.0,1.0,1.0,1.0,130.0,13.0,110.0,11.0,0.07936,48.139,-1.0,0
1524.0,762.0,10.47,1.0,1.0,1.0,1.0,140.0,14.0,120.0,12.0,0.071228,55.032,-1.0,0
1524.0,762.0,13.23,1.0,0.0,1.0,1.0,120.0,12.0,100.0,10.0,0.11374,110.95,-1.0,0
1524.0,762.0,11.91,1.0,0.0,1.0,1.0,130.0,13.0,110.0,11.0,0.092804,110.62,-1.0,0
1524.0,762.0,10.47,1.0,0.0,1.0,1.0,140.0,14.0,120.0,12.0,0.079692,111.14,-1.0,0
1524.0,762.0,13.46,1.0,1.0,2.0,2.0,110.0,11.0,80.0,8.0,0.098262,42.84,429.83,0
1524.0,762.0,11.97,1.0,1.0,2.0,2.0,120.0,12.0,90.0,9.0,0.082765,43.249,-1.0,0
1524.0,762.0,10.31,1.0,1.0,2.0,2.0,130.0,13.0,100.0,10.0,0.071658,46.184,-1.0,0
1524.0,762.0,13.46,1.0,0.0,2.0,2.0,110.0,11.0,80.0,8.0,0.12362,95.175,-1.0,0
1524.0,762.0,11.97,1.0,0.0,2.0,2.0,120.0,12.0,90.0,9.0,0.098407,95.761,-1.0,0
1524.0,762.0,10.31,1.0,0.0,2.0,2.0,130.0,13.0,100.0,10.0,0.081541,97.013,-1.0,0
1524.0,762.0,16.43,1.0,1.0,1.0,1.0,60.0,6.0,40.0,4.0,0.21083,72.793,-1.0,0
1524.0,762.0,12.86,1.0,1.0,1.0,1.0,80.0,8.0,60.0,6.0,0.14077,45.44,-1.0,0
1524.0,762.0,8.031,1.0,1.0,1.0,1.0,100.0,10.0,80.0,8.0,0.092439,47.909,-1.0,0
1524.0,762.0,16.43,1.0,0.0,1.0,1.0,60.0,6.0,40.0,4.0,0.42071,89.559,-1.0,0
1524.0,762.0,12.86,1.0,0.0,1.0,1.0,80.0,8.0,60.0,6.0,0.19099,76.416,-1.0,0
1524.0,762.0,8.031,1.0,0.0,1.0,1.0,100.0,10.0,80.0,8.0,0.10211,80.441,-1.0,0
762.0,381.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006128125,2.6528125,832.8000000000002,1
762.0,381.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01225625,5.305625,832.8000000000002,1
762.0,381.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245125,10.61125,832.8000000000002,1
762.0,381.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049025,21.2225,832.8000000000002,1
762.0,381.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1225625,53.05625,832.8000000000002,1
762.0,381.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245125,106.1125,832.8000000000002,1
762.0,572.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006128125,2.6528125,832.8000000000002,1
762.0,572.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01225625,5.305625,832.8000000000002,1
762.0,572.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245125,10.61125,832.8000000000002,1
762.0,572.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049025,21.2225,832.8000000000002,1
762.0,572.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1225625,53.05625,832.8000000000002,1
762.0,572.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245125,106.1125,832.8000000000002,1
762.0,762.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006128125,2.6528125,832.8000000000002,1
762.0,762.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01225625,5.305625,832.8000000000002,1
762.0,762.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245125,10.61125,832.8000000000002,1
762.0,762.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049025,21.2225,832.8000000000002,1
762.0,762.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1225625,53.05625,832.8000000000002,1
762.0,762.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245125,106.1125,832.8000000000002,1
1143.0,381.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310236328125,5.968828125,370.13333333333344,1
1143.0,381.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062047265625,11.93765625,370.13333333333344,1
1143.0,381.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12409453125,23.8753125,370.13333333333344,1
1143.0,381.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481890625,47.750625,370.13333333333344,1
1143.0,381.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62047265625,119.3765625,370.13333333333344,1
1143.0,381.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2409453125,238.753125,370.13333333333344,1
1143.0,572.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310236328125,5.968828125,370.13333333333344,1
1143.0,572.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062047265625,11.93765625,370.13333333333344,1
1143.0,572.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12409453125,23.8753125,370.13333333333344,1
1143.0,572.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481890625,47.750625,370.13333333333344,1
1143.0,572.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62047265625,119.3765625,370.13333333333344,1
1143.0,572.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2409453125,238.753125,370.13333333333344,1
1143.0,762.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310236328125,5.968828125,370.13333333333344,1
1143.0,762.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062047265625,11.93765625,370.13333333333344,1
1143.0,762.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12409453125,23.8753125,370.13333333333344,1
1143.0,762.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481890625,47.750625,370.13333333333344,1
1143.0,762.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62047265625,119.3765625,370.13333333333344,1
1143.0,762.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2409453125,238.753125,370.13333333333344,1
1143.0,953.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310236328125,5.968828125,370.13333333333344,1
1143.0,953.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062047265625,11.93765625,370.13333333333344,1
1143.0,953.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12409453125,23.8753125,370.13333333333344,1
1143.0,953.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2481890625,47.750625,370.13333333333344,1
1143.0,953.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62047265625,119.3765625,370.13333333333344,1
1143.0,953.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2409453125,238.753125,370.13333333333344,1
1524.0,381.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09805,10.61125,208.20000000000005,1
1524.0,381.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1961,21.2225,208.20000000000005,1
1524.0,381.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922,42.445,208.20000000000005,1
1524.0,381.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7844,84.89,208.20000000000005,1
1524.0,381.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.961,212.225,208.20000000000005,1
1524.0,381.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.922,424.45,208.20000000000005,1
1524.0,572.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09805,10.61125,208.20000000000005,1
1524.0,572.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1961,21.2225,208.20000000000005,1
1524.0,572.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922,42.445,208.20000000000005,1
1524.0,572.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7844,84.89,208.20000000000005,1
1524.0,572.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.961,212.225,208.20000000000005,1
1524.0,572.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.922,424.45,208.20000000000005,1
1524.0,762.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09805,10.61125,208.20000000000005,1
1524.0,762.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1961,21.2225,208.20000000000005,1
1524.0,762.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922,42.445,208.20000000000005,1
1524.0,762.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7844,84.89,208.20000000000005,1
1524.0,762.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.961,212.225,208.20000000000005,1
1524.0,762.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.922,424.45,208.20000000000005,1
1524.0,953.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09805,10.61125,208.20000000000005,1
1524.0,953.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1961,21.2225,208.20000000000005,1
1524.0,953.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922,42.445,208.20000000000005,1
1524.0,953.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7844,84.89,208.20000000000005,1
1524.0,953.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.961,212.225,208.20000000000005,1
1524.0,953.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.922,424.45,208.20000000000005,1
1905.0,381.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23937988281250003,16.580078125,133.24800000000002,1
1905.0,381.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47875976562500006,33.16015625,133.24800000000002,1
1905.0,381.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9575195312500001,66.3203125,133.24800000000002,1
1905.0,381.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9150390625000002,132.640625,133.24800000000002,1
1905.0,381.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78759765625,331.6015625,133.24800000000002,1
1905.0,381.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5751953125,663.203125,133.24800000000002,1
1905.0,572.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23937988281250003,16.580078125,133.24800000000002,1
1905.0,572.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47875976562500006,33.16015625,133.24800000000002,1
1905.0,572.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9575195312500001,66.3203125,133.24800000000002,1
1905.0,572.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9150390625000002,132.640625,133.24800000000002,1
1905.0,572.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78759765625,331.6015625,133.24800000000002,1
1905.0,572.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5751953125,663.203125,133.24800000000002,1
1905.0,762.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23937988281250003,16.580078125,133.24800000000002,1
1905.0,762.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47875976562500006,33.16015625,133.24800000000002,1
1905.0,762.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9575195312500001,66.3203125,133.24800000000002,1
1905.0,762.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9150390625000002,132.640625,133.24800000000002,1
1905.0,762.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78759765625,331.6015625,133.24800000000002,1
1905.0,762.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5751953125,663.203125,133.24800000000002,1
1905.0,953.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23937988281250003,16.580078125,133.24800000000002,1
1905.0,953.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47875976562500006,33.16015625,133.24800000000002,1
1905.0,953.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9575195312500001,66.3203125,133.24800000000002,1
1905.0,953.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9150390625000002,132.640625,133.24800000000002,1
1905.0,953.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.78759765625,331.6015625,133.24800000000002,1
1905.0,953.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5751953125,663.203125,133.24800000000002,1
2286.0,381.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496378125,23.8753125,92.53333333333336,1
2286.0,381.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99275625,47.750625,92.53333333333336,1
2286.0,381.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9855125,95.50125,92.53333333333336,1
2286.0,381.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.971025,191.0025,92.53333333333336,1
2286.0,381.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9275625,477.50625,92.53333333333336,1
2286.0,381.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.855125,955.0125,92.53333333333336,1
2286.0,572.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496378125,23.8753125,92.53333333333336,1
2286.0,572.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99275625,47.750625,92.53333333333336,1
2286.0,572.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9855125,95.50125,92.53333333333336,1
2286.0,572.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.971025,191.0025,92.53333333333336,1
2286.0,572.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9275625,477.50625,92.53333333333336,1
2286.0,572.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.855125,955.0125,92.53333333333336,1
2286.0,762.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496378125,23.8753125,92.53333333333336,1
2286.0,762.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99275625,47.750625,92.53333333333336,1
2286.0,762.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9855125,95.50125,92.53333333333336,1
2286.0,762.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.971025,191.0025,92.53333333333336,1
2286.0,762.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9275625,477.50625,92.53333333333336,1
2286.0,762.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.855125,955.0125,92.53333333333336,1
2286.0,953.0,20.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496378125,23.8753125,92.53333333333336,1
2286.0,953.0,20.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99275625,47.750625,92.53333333333336,1
2286.0,953.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9855125,95.50125,92.53333333333336,1
2286.0,953.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.971025,191.0025,92.53333333333336,1
2286.0,953.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9275625,477.50625,92.53333333333336,1
2286.0,953.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.855125,955.0125,92.53333333333336,1
762.0,381.0,20.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245546875,3.334375,417.52,1
762.0,381.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049109375,6.66875,417.52,1
762.0,381.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09821875,13.3375,417.52,1
762.0,381.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964375,26.675,417.52,1
762.0,381.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49109375,66.6875,417.52,1
762.0,381.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9821875,133.375,417.52,1
762.0,572.0,20.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245546875,3.334375,417.52,1
762.0,572.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049109375,6.66875,417.52,1
762.0,572.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09821875,13.3375,417.52,1
762.0,572.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964375,26.675,417.52,1
762.0,572.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49109375,66.6875,417.52,1
762.0,572.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9821875,133.375,417.52,1
762.0,762.0,20.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245546875,3.334375,417.52,1
762.0,762.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049109375,6.66875,417.52,1
762.0,762.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09821875,13.3375,417.52,1
762.0,762.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1964375,26.675,417.52,1
762.0,762.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49109375,66.6875,417.52,1
762.0,762.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9821875,133.375,417.52,1
1143.0,381.0,20.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12430810546875,7.50234375,185.56444444444443,1
1143.0,381.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2486162109375,15.0046875,185.56444444444443,1
1143.0,381.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497232421875,30.009375,185.56444444444443,1
1143.0,381.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99446484375,60.01875,185.56444444444443,1
1143.0,381.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.486162109375,150.046875,185.56444444444443,1
1143.0,381.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97232421875,300.09375,185.56444444444443,1
1143.0,572.0,20.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12430810546875,7.50234375,185.56444444444443,1
1143.0,572.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2486162109375,15.0046875,185.56444444444443,1
1143.0,572.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497232421875,30.009375,185.56444444444443,1
1143.0,572.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99446484375,60.01875,185.56444444444443,1
1143.0,572.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.486162109375,150.046875,185.56444444444443,1
1143.0,572.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97232421875,300.09375,185.56444444444443,1
1143.0,762.0,20.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12430810546875,7.50234375,185.56444444444443,1
1143.0,762.0,20.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2486162109375,15.0046875,185.56444444444443,1
1143.0,762.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497232421875,30.009375,185.56444444444443,1
